beach_name,date,culture_sample_1_timestamp,culture_sample_1_reading,culture_sample_2_timestamp,culture_sample_2_reading,culture_reading_mean,culture_sample_interval,culture_note,dna_sample_timestamp,dna_sample_1_reading,dna_sample_2_reading,dna_reading_mean,dna_test_id,latitude,longitude,year
Ohio Street,2008-06-30,2008-06-30 00:00:00,8.5,,13.5,10.7,,,,,,,,41.8935,-87.6152,2008
Ohio Street,2007-08-21,2007-08-21 00:00:00,298.7,,238.2,266.7,,,,,,,,41.8935,-87.6152,2007
Juneway,2015-08-03,2015-08-03 00:00:00,140.0,,121.0,130.2,,,,,,,,42.0224,-87.6674,2015
Foster,2016-08-17,2016-08-17 09:55:00,62.0,2016-08-17 09:56:00,51.0,56.2,1.0,,,,,,,41.9785,-87.6515,2016
Calumet,2016-06-16,2016-06-16 06:30:00,108.0,2016-06-16 06:35:00,91.0,99.1,5.0,,2016-06-16 12:00:00,86.0,67.0,75.9,722,41.7142,-87.5299,2016
Rogers,2008-05-27,2008-05-27 00:00:00,107.1,,77.1,90.9,,,,,,,,42.0213,-87.6666,2008
12th Street,2011-06-30,2011-06-30 00:00:00,44.1,,27.5,34.8,,,,,,,,41.8638,-87.6083,2011
57th Street,2011-07-29,2011-07-29 00:00:00,38.4,,38.3,38.3,,,,,,,,41.7911,-87.5797,2011
Rainbow,2011-07-24,2011-07-24 00:00:00,435.2,,135.4,242.7,,,,,,,,41.758,-87.551,2011
Leone,2014-08-20,2014-08-20 00:00:00,6.0,,17.0,10.1,,,,,,,,42.0131,-87.6635,2014
63rd Street,2012-08-11,2012-08-11 00:00:00,67.6,,57.3,62.2,,,,,,,,41.7827,-87.5748,2012
Howard,2011-06-29,2011-06-29 00:00:00,38.4,,23.1,29.8,,,,,,,,42.0188,-87.6663,2011
Montrose,2007-05-28,2007-05-28 00:00:00,54.5,,119.1,80.6,,,,,,,,41.9655,-87.6385,2007
57th Street,2012-06-11,2012-06-11 00:00:00,20.9,,29.5,24.8,,,,,,,,41.7911,-87.5797,2012
Rogers,2013-06-17,2013-06-17 00:00:00,1.0,,6.0,2.4,,,,,,,,42.0213,-87.6666,2013
Rogers,2007-06-13,2007-06-13 00:00:00,86.7,,59.8,72.0,,,,,,,,42.0213,-87.6666,2007
Osterman,2009-08-20,2009-08-20 00:00:00,6.3,,8.6,7.4,,,,,,,,41.9877,-87.6545,2009
Montrose,2006-07-31,2006-07-31 00:00:00,157.6,,111.2,132.4,,,,,,,,41.9655,-87.6385,2006
Rogers,2007-08-16,2007-08-16 00:00:00,32.7,,30.9,31.8,,,,,,,,42.0213,-87.6666,2007
Osterman,2011-08-17,2011-08-17 00:00:00,8.5,,18.3,12.5,,,,,,,,41.9877,-87.6545,2011
South Shore,2009-08-24,2009-08-24 00:00:00,1046.2,,866.4,952.1,,,,,,,,41.7689,-87.5636,2009
Howard,2006-05-26,2006-05-26 00:00:00,14.8,,13.4,14.1,,,,,,,,42.0188,-87.6663,2006
Calumet,2012-06-29,2012-06-29 00:00:00,1732.9,,1732.9,1732.9,,,,,,,,41.7142,-87.5299,2012
63rd Street,2014-07-07,2014-07-07 00:00:00,2420.0,,2420.0,2420.0,,,,,,,,41.7827,-87.5748,2014
Ohio Street,2007-08-25,2007-08-25 00:00:00,270.0,,410.6,333.0,,,,,,,,41.8935,-87.6152,2007
Leone,2012-07-02,2012-07-02 00:00:00,32.7,,34.1,33.4,,,,,,,,42.0131,-87.6635,2012
North Avenue,2007-06-29,2007-06-29 00:00:00,648.8,,686.7,667.5,,,,,,,,41.9148,-87.6273,2007
Howard,2007-08-23,2007-08-23 00:00:00,11.9,,8.6,10.1,,,,,,,,42.0188,-87.6663,2007
Rogers,2013-07-17,2013-07-17 00:00:00,1.0,,4.0,2.0,,,,,,,,42.0213,-87.6666,2013
57th Street,2014-08-19,2014-08-19 00:00:00,7.0,,5.0,5.9,,,,,,,,41.7911,-87.5797,2014
63rd Street,2008-07-14,2008-07-14 00:00:00,3.0,,2.0,2.4,,,,,,,,41.7827,-87.5748,2008
Foster,2013-05-24,2013-05-24 00:00:00,146.7,,121.1,133.3,,,,,,,,41.9785,-87.6515,2013
North Avenue,2012-06-05,2012-06-05 00:00:00,8.4,,17.3,12.1,,,,,,,,41.9148,-87.6273,2012
Foster,2014-07-14,2014-07-14 00:00:00,20.0,,8.0,12.6,,,,,,,,41.9785,-87.6515,2014
Foster,2007-06-27,2007-06-27 00:00:00,45.0,,48.0,46.5,,,,,,,,41.9785,-87.6515,2007
Howard,2011-06-15,2011-06-15 00:00:00,51.2,,39.1,44.7,,,,,,,,42.0188,-87.6663,2011
12th Street,2014-06-11,2014-06-11 00:00:00,38.0,,88.0,57.8,,,,,,,,41.8638,-87.6083,2014
Rogers,2013-07-11,2013-07-11 00:00:00,25.0,,26.0,25.5,,,,,,,,42.0213,-87.6666,2013
Oak Street,2009-06-30,2009-06-30 00:00:00,25.9,,25.0,25.4,,,,,,,,41.9032,-87.6235,2009
North Avenue,2009-07-17,2009-07-17 00:00:00,190.4,,214.2,201.9,,,,,,,,41.9148,-87.6273,2009
12th Street,2009-05-26,2009-05-26 00:00:00,1.0,,4.1,2.0,,,,,,,,41.8638,-87.6083,2009
North Avenue,2007-07-11,2007-07-11 00:00:00,2419.6,,1553.6,1938.8,,,,,,,,41.9148,-87.6273,2007
Montrose,2014-05-20,2014-05-20 00:00:00,58.1,,73.8,65.5,,,,,,,,41.9655,-87.6385,2014
Osterman,2015-07-22,2015-07-22 00:00:00,68.0,,70.0,69.0,,,,,,,,41.9877,-87.6545,2015
12th Street,2009-07-31,2009-07-31 00:00:00,16.1,,16.1,16.1,,,,,,,,41.8638,-87.6083,2009
South Shore,2013-06-20,2013-06-20 00:00:00,91.0,,93.0,92.0,,,,,,,,41.7689,-87.5636,2013
Osterman,2007-08-14,2007-08-14 00:00:00,2419.6,,1299.7,1773.3,,,,,,,,41.9877,-87.6545,2007
Howard,2011-08-02,2011-08-02 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0188,-87.6663,2011
Oak Street,2009-08-14,2009-08-14 00:00:00,8.6,,21.1,13.5,,,,,,,,41.9032,-87.6235,2009
57th Street,2009-08-31,2009-08-31 00:00:00,166.4,,124.6,144.0,,,,,,,,41.7911,-87.5797,2009
Montrose,2014-07-17,2014-07-17 00:00:00,20.0,,7.0,11.8,,,,,,,,41.9655,-87.6385,2014
Ohio Street,2009-06-09,2009-06-09 00:00:00,52.9,,49.5,51.2,,,,,,,,41.8935,-87.6152,2009
North Avenue,2006-08-03,2006-08-03 00:00:00,79.4,,,8.9,,,,,,,,41.9148,-87.6273,2006
Rainbow,2006-05-23,2006-05-23 00:00:00,20.1,,30.5,24.8,,,,,,,,41.758,-87.551,2006
Oak Street,2013-08-06,2013-08-06 00:00:00,6.0,,18.0,10.4,,,,,,,,41.9032,-87.6235,2013
12th Street,2008-05-30,2008-05-30 00:00:00,86.2,,36.9,56.4,,,,,,,,41.8638,-87.6083,2008
Foster,2010-07-20,2010-07-20 00:00:00,90.8,,98.7,94.7,,,,,,,,41.9785,-87.6515,2010
Oak Street,2010-06-09,2010-06-09 00:00:00,6.3,,1.0,2.5,,,,,,,,41.9032,-87.6235,2010
South Shore,2012-08-15,2012-08-15 00:00:00,32.7,,25.3,28.8,,,,,,,,41.7689,-87.5636,2012
63rd Street,2008-07-17,2008-07-17 00:00:00,17.3,,27.2,21.7,,,,,,,,41.7827,-87.5748,2008
57th Street,2012-08-23,2012-08-23 00:00:00,365.4,,260.3,308.4,,,,,,,,41.7911,-87.5797,2012
Howard,2015-07-14,2015-07-14 00:00:00,2.0,,1.0,1.4,,,,,,,,42.0188,-87.6663,2015
12th Street,2016-06-14,2016-06-14 08:51:00,114.0,2016-06-14 08:52:00,13.0,38.5,1.0,,,,,,,41.8638,-87.6083,2016
Montrose,2013-05-27,2013-05-27 00:00:00,148.3,,139.1,143.6,,,,,,,,41.9655,-87.6385,2013
Osterman,2014-08-01,2014-08-01 00:00:00,30.0,,28.0,29.0,,,,,,,,41.9877,-87.6545,2014
Foster,2007-07-10,2007-07-10 00:00:00,204.6,,150.0,175.2,,,,,,,,41.9785,-87.6515,2007
South Shore,2007-07-13,2007-07-13 00:00:00,579.4,,27.5,126.2,,,,,,,,41.7689,-87.5636,2007
Montrose,2007-06-06,2007-06-06 00:00:00,167.0,,93.2,124.8,,,,,,,,41.9655,-87.6385,2007
Rainbow,2014-06-17,2014-06-17 00:00:00,25.0,,9.0,15.0,,,,,,,,41.758,-87.551,2014
Rainbow,2012-06-12,2012-06-12 00:00:00,307.6,,547.5,410.4,,,,,,,,41.758,-87.551,2012
Oak Street,2016-07-05,2016-07-05 09:10:00,5.0,2016-07-05 09:12:00,4.0,4.5,2.0,,,,,,,41.9032,-87.6235,2016
Oak Street,2012-07-10,2012-07-10 00:00:00,3.1,,8.6,5.2,,,,,,,,41.9032,-87.6235,2012
Montrose,2013-08-09,2013-08-09 00:00:00,35.0,,32.0,33.5,,,,,,,,41.9655,-87.6385,2013
South Shore,2010-07-29,2010-07-29 00:00:00,1553.1,,2419.6,1938.5,,,,,,,,41.7689,-87.5636,2010
Oak Street,2012-06-21,2012-06-21 00:00:00,4.1,,7.4,5.5,,,,,,,,41.9032,-87.6235,2012
South Shore,2009-08-20,2009-08-20 00:00:00,31.7,,38.4,34.9,,,,,,,,41.7689,-87.5636,2009
Oak Street,2013-07-17,2013-07-17 00:00:00,2.0,,4.0,2.8,,,,,,,,41.9032,-87.6235,2013
South Shore,2012-06-15,2012-06-15 00:00:00,95.9,,68.3,80.9,,,,,,,,41.7689,-87.5636,2012
North Avenue,2008-07-24,2008-07-24 00:00:00,5.2,,6.3,5.7,,,,,,,,41.9148,-87.6273,2008
Calumet,2016-07-21,2016-07-21 06:30:00,116.0,2016-07-21 06:35:00,116.0,116.0,5.0,,2016-07-21 11:48:00,91.0,70.0,79.8,1343,41.7142,-87.5299,2016
Ohio Street,2010-05-28,2010-05-28 00:00:00,3.1,,1.0,1.8,,,,,,,,41.8935,-87.6152,2010
Oak Street,2012-06-01,2012-06-01 00:00:00,47.3,,33.1,39.6,,,,,,,,41.9032,-87.6235,2012
Calumet,2015-08-24,2015-08-24 00:00:00,66.0,,88.0,76.2,,,,,,,,41.7142,-87.5299,2015
South Shore,2010-06-23,2010-06-23 00:00:00,248.1,,307.6,276.3,,,,,,,,41.7689,-87.5636,2010
South Shore,2015-08-13,2015-08-13 00:00:00,45.0,,20.0,30.0,,,2015-08-13 00:00:00,107.0,178.6,138.0,162,41.7689,-87.5636,2015
Oak Street,2010-06-30,2010-06-30 00:00:00,22.6,,23.1,22.8,,,,,,,,41.9032,-87.6235,2010
Leone,2010-06-16,2010-06-16 00:00:00,8.5,,17.3,12.1,,,,,,,,42.0131,-87.6635,2010
12th Street,2008-07-04,2008-07-04 00:00:00,6.3,,6.3,6.3,,,,,,,,41.8638,-87.6083,2008
South Shore,2016-08-23,2016-08-23 08:21:00,26.0,2016-08-23 08:22:00,28.0,27.0,1.0,,,,,,,41.7689,-87.5636,2016
Howard,2015-06-26,2015-06-26 00:00:00,48.0,,39.0,43.3,,,,,,,,42.0188,-87.6663,2015
South Shore,2010-08-16,2010-08-16 00:00:00,5.1,,8.5,6.6,,,,,,,,41.7689,-87.5636,2010
Oak Street,2013-07-16,2013-07-16 00:00:00,12.0,,13.0,12.5,,,,,,,,41.9032,-87.6235,2013
North Avenue,2012-07-06,2012-07-06 00:00:00,21.1,,15.6,18.1,,,,,,,,41.9148,-87.6273,2012
Oak Street,2016-08-11,2016-08-11 09:50:00,37.0,2016-08-11 09:51:00,44.0,40.3,1.0,,,,,,,41.9032,-87.6235,2016
12th Street,2007-08-28,2007-08-28 00:00:00,1413.6,,517.2,855.1,,,,,,,,41.8638,-87.6083,2007
Calumet,2009-08-13,2009-08-13 00:00:00,613.1,,2419.6,1218.0,,,,,,,,41.7142,-87.5299,2009
Howard,2006-05-23,2006-05-23 00:00:00,15.8,,26.9,20.6,,,,,,,,42.0188,-87.6663,2006
Osterman,2007-06-12,2007-06-12 00:00:00,96.0,,108.6,102.1,,,,,,,,41.9877,-87.6545,2007
Osterman,2006-07-21,2006-07-21 00:00:00,125.9,,93.4,108.4,,,,,,,,41.9877,-87.6545,2006
12th Street,2014-06-16,2014-06-16 00:00:00,73.0,,64.0,68.4,,,,,,,,41.8638,-87.6083,2014
57th Street,2014-06-09,2014-06-09 00:00:00,6.0,,1.0,2.4,,,,,,,,41.7911,-87.5797,2014
63rd Street,2015-08-12,2015-08-12 00:00:00,28.0,,20.0,23.7,,,2015-08-12 00:00:00,219.4,92.0,142.0,113,41.7827,-87.5748,2015
North Avenue,2015-06-15,2015-06-15 00:00:00,43.0,,26.0,33.4,,,,,,,,41.9148,-87.6273,2015
Montrose,2009-08-06,2009-08-06 00:00:00,49.6,,61.3,55.1,,,,,,,,41.9655,-87.6385,2009
57th Street,2011-06-17,2011-06-17 00:00:00,4.1,,16.0,8.1,,,,,,,,41.7911,-87.5797,2011
Leone,2013-08-13,2013-08-13 00:00:00,1414.0,,980.0,1177.2,,,,,,,,42.0131,-87.6635,2013
Rainbow,2015-06-26,2015-06-26 00:00:00,222.0,,579.0,358.5,,,2015-06-26 00:00:00,14.5,355.2,72.0,266,41.758,-87.551,2015
North Avenue,2011-08-18,2011-08-18 00:00:00,5.2,,21.6,10.6,,,,,,,,41.9148,-87.6273,2011
Howard,2013-05-28,2013-05-28 00:00:00,26.2,,8.6,15.0,,,,,,,,42.0188,-87.6663,2013
Juneway,2014-07-29,2014-07-29 00:00:00,23.0,,12.0,16.6,,,,,,,,42.0224,-87.6674,2014
Montrose,2015-08-31,2015-08-31 00:00:00,10.0,,5.0,7.1,,,,,,,,41.9655,-87.6385,2015
Calumet,2016-07-29,2016-07-29 08:05:00,2420.0,2016-07-29 08:06:00,1553.0,1938.6,1.0,,2016-07-29 12:45:00,634.0,720.0,675.6,1505,41.7142,-87.5299,2016
Rainbow,2011-08-25,2011-08-25 00:00:00,241.5,,727.0,419.0,,,,,,,,41.758,-87.551,2011
57th Street,2011-08-05,2011-08-05 00:00:00,198.9,,39.9,89.1,,,,,,,,41.7911,-87.5797,2011
Foster,2016-05-27,2016-05-27 09:45:00,1.0,2016-05-27 09:46:00,1.0,1.0,1.0,,,,,,,41.9785,-87.6515,2016
Rogers,2011-06-28,2011-06-28 00:00:00,3.1,,7.4,4.8,,,,,,,,42.0213,-87.6666,2011
Foster,2016-06-10,2016-06-10 07:05:00,15.0,2016-06-10 07:06:00,13.0,14.0,1.0,,,,,,,41.9785,-87.6515,2016
Osterman,2008-07-07,2008-07-07 00:00:00,2.0,,5.2,3.2,,,,,,,,41.9877,-87.6545,2008
Montrose,2015-07-21,2015-07-21 00:00:00,980.0,,1046.0,1012.5,,,2015-07-21 00:00:00,204.5,132.6,165.0,119,41.9655,-87.6385,2015
57th Street,2015-08-14,2015-08-14 00:00:00,14.0,,20.0,16.7,,,,,,,,41.7911,-87.5797,2015
Calumet,2006-06-09,2006-06-09 00:00:00,,,,1.0,,,,,,,,41.7142,-87.5299,2006
12th Street,2012-07-02,2012-07-02 00:00:00,30.5,,28.8,29.6,,,,,,,,41.8638,-87.6083,2012
North Avenue,2011-08-08,2011-08-08 00:00:00,86.2,,81.3,83.7,,,,,,,,41.9148,-87.6273,2011
North Avenue,2010-08-04,2010-08-04 00:00:00,21.3,,18.3,19.7,,,,,,,,41.9148,-87.6273,2010
Oak Street,2007-06-29,2007-06-29 00:00:00,686.7,,488.4,579.1,,,,,,,,41.9032,-87.6235,2007
Rainbow,2016-08-05,2016-08-05 06:10:00,155.0,2016-08-05 06:11:00,51.0,88.9,1.0,,2016-08-05 12:36:00,88.0,73.0,80.1,1517,41.758,-87.551,2016
12th Street,2010-06-11,2010-06-11 00:00:00,172.5,,261.3,212.3,,,,,,,,41.8638,-87.6083,2010
Osterman,2007-07-02,2007-07-02 00:00:00,24.9,,17.1,20.6,,,,,,,,41.9877,-87.6545,2007
57th Street,2007-07-18,2007-07-18 00:00:00,111.2,,111.2,111.2,,,,,,,,41.7911,-87.5797,2007
57th Street,2015-06-16,2015-06-16 00:00:00,37.0,,33.0,34.9,,,,,,,,41.7911,-87.5797,2015
Juneway,2007-06-11,2007-06-11 00:00:00,4.1,,5.2,4.6,,,,,,,,42.0224,-87.6674,2007
Leone,2013-08-21,2013-08-21 00:00:00,24.0,,26.0,25.0,,,,,,,,42.0131,-87.6635,2013
Calumet,2006-08-24,2006-08-24 00:00:00,85.5,,96.0,90.6,,,,,,,,41.7142,-87.5299,2006
Rogers,2011-08-18,2011-08-18 00:00:00,73.8,,53.7,63.0,,,,,,,,42.0213,-87.6666,2011
Rainbow,2007-05-28,2007-05-28 00:00:00,9.6,,9.6,9.6,,,,,,,,41.758,-87.551,2007
12th Street,2016-08-29,2016-08-29 10:45:00,1.0,2016-08-29 10:47:00,17.0,4.1,2.0,,,,,,,41.8638,-87.6083,2016
63rd Street,2009-08-17,2009-08-17 00:00:00,488.4,,387.2,434.9,,,,,,,,41.7827,-87.5748,2009
Oak Street,2011-07-18,2011-07-18 00:00:00,14.8,,12.2,13.4,,,,,,,,41.9032,-87.6235,2011
Howard,2011-07-24,2011-07-24 00:00:00,17.1,,4.1,8.4,,,,,,,,42.0188,-87.6663,2011
Oak Street,2016-06-28,2016-06-28 10:15:00,2.0,2016-06-28 10:16:00,4.0,2.8,1.0,,,,,,,41.9032,-87.6235,2016
Ohio Street,2013-08-08,2013-08-08 00:00:00,15.0,,11.0,12.8,,,,,,,,41.8935,-87.6152,2013
63rd Street,2006-06-22,2006-06-22 00:00:00,54.8,,307.6,129.8,,,,,,,,41.7827,-87.5748,2006
Osterman,2013-06-14,2013-06-14 00:00:00,54.0,,45.0,49.3,,,,,,,,41.9877,-87.6545,2013
Howard,2006-08-11,2006-08-11 00:00:00,118.7,,210.5,158.1,,,,,,,,42.0188,-87.6663,2006
63rd Street,2014-07-28,2014-07-28 00:00:00,13.0,,5.0,8.1,,,,,,,,41.7827,-87.5748,2014
Rogers,2015-08-28,2015-08-28 00:00:00,4.0,,3.0,3.5,,,,,,,,42.0213,-87.6666,2015
Howard,2008-08-19,2008-08-19 00:00:00,2419.6,,1553.1,1938.5,,,,,,,,42.0188,-87.6663,2008
Rainbow,2012-05-26,2012-05-26 00:00:00,1119.9,,980.4,1047.8,,,,,,,,41.758,-87.551,2012
Calumet,2008-07-16,2008-07-16 00:00:00,1.0,,2.1,1.4,,,,,,,,41.7142,-87.5299,2008
Osterman,2012-07-12,2012-07-12 00:00:00,3.0,,8.5,5.0,,,,,,,,41.9877,-87.6545,2012
North Avenue,2011-06-12,2011-06-12 00:00:00,,,,1.0,,,,,,,,41.9148,-87.6273,2011
Rainbow,2011-07-14,2011-07-14 00:00:00,65.7,,65.0,65.3,,,,,,,,41.758,-87.551,2011
Rogers,2008-07-11,2008-07-11 00:00:00,13.5,,6.3,9.2,,,,,,,,42.0213,-87.6666,2008
63rd Street,2014-07-23,2014-07-23 00:00:00,210.0,,214.0,212.0,,,,,,,,41.7827,-87.5748,2014
Calumet,2007-08-02,2007-08-02 00:00:00,20.1,,48.7,31.3,,,,,,,,41.7142,-87.5299,2007
Rainbow,2014-05-22,2014-05-22 00:00:00,435.0,,488.0,460.7,,,,,,,,41.758,-87.551,2014
63rd Street,2014-08-29,2014-08-29 00:00:00,70.0,,45.0,56.1,,,,,,,,41.7827,-87.5748,2014
Foster,2008-07-07,2008-07-07 00:00:00,4.1,,7.5,5.5,,,,,,,,41.9785,-87.6515,2008
Howard,2015-07-30,2015-07-30 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0188,-87.6663,2015
Leone,2015-06-03,2015-06-03 00:00:00,4.0,,5.0,4.5,,,,,,,,42.0131,-87.6635,2015
12th Street,2016-06-01,2016-06-01 07:26:00,88.0,2016-06-01 07:28:00,308.0,164.6,2.0,,2016-06-01 12:51:00,954.0,14.0,115.6,566,41.8638,-87.6083,2016
Juneway,2009-06-02,2009-06-02 00:00:00,198.6,,191.8,195.2,,,,,,,,42.0224,-87.6674,2009
North Avenue,2011-09-02,2011-09-02 00:00:00,7.4,,14.6,10.4,,,,,,,,41.9148,-87.6273,2011
Oak Street,2014-07-31,2014-07-31 00:00:00,2.0,,2.0,2.0,,,,,,,,41.9032,-87.6235,2014
Rainbow,2014-08-14,2014-08-14 00:00:00,50.0,,35.0,41.8,,,,,,,,41.758,-87.551,2014
57th Street,2010-08-17,2010-08-17 00:00:00,248.9,,79.8,140.9,,,,,,,,41.7911,-87.5797,2010
Ohio Street,2008-07-30,2008-07-30 00:00:00,1.0,,2.0,1.4,,,,,,,,41.8935,-87.6152,2008
Juneway,2007-06-28,2007-06-28 00:00:00,67.0,,77.6,72.1,,,,,,,,42.0224,-87.6674,2007
57th Street,2008-08-29,2008-08-29 00:00:00,191.8,,159.7,175.0,,,,,,,,41.7911,-87.5797,2008
Rainbow,2015-06-12,2015-06-12 00:00:00,25.9,,32.3,28.9,,,2015-06-12 00:00:00,437.1,24.8,104.0,68,41.758,-87.551,2015
Howard,2008-08-09,2008-08-09 00:00:00,9.8,,12.1,10.9,,,,,,,,42.0188,-87.6663,2008
Foster,2015-08-14,2015-08-14 00:00:00,115.0,,127.0,120.9,,,,,,,,41.9785,-87.6515,2015
Oak Street,2016-07-26,2016-07-26 09:50:00,16.0,2016-07-26 09:51:00,16.0,16.0,1.0,,,,,,,41.9032,-87.6235,2016
Osterman,2013-07-03,2013-07-03 00:00:00,15.0,,37.0,23.6,,,,,,,,41.9877,-87.6545,2013
Rogers,2013-07-09,2013-07-09 00:00:00,29.0,,33.0,30.9,,,,,,,,42.0213,-87.6666,2013
Oak Street,2013-07-22,2013-07-22 00:00:00,5.0,,10.0,7.1,,,,,,,,41.9032,-87.6235,2013
Rogers,2014-06-26,2014-06-26 00:00:00,72.0,,71.0,71.5,,,,,,,,42.0213,-87.6666,2014
Foster,2006-06-22,2006-06-22 00:00:00,47.3,,68.3,56.8,,,,,,,,41.9785,-87.6515,2006
Rainbow,2008-07-02,2008-07-02 00:00:00,3.1,,6.3,4.4,,,,,,,,41.758,-87.551,2008
Rogers,2013-08-27,2013-08-27 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0213,-87.6666,2013
Howard,2012-08-13,2012-08-13 00:00:00,7.5,,5.2,6.2,,,,,,,,42.0188,-87.6663,2012
Foster,2014-08-19,2014-08-19 00:00:00,10.0,,26.0,16.1,,,,,,,,41.9785,-87.6515,2014
Rogers,2009-06-22,2009-06-22 00:00:00,12.1,,16.9,14.3,,,,,,,,42.0213,-87.6666,2009
63rd Street,2009-08-05,2009-08-05 00:00:00,2419.6,,2419.6,2419.6,,,,,,,,41.7827,-87.5748,2009
Foster,2010-07-22,2010-07-22 00:00:00,6.3,,9.6,7.8,,,,,,,,41.9785,-87.6515,2010
57th Street,2011-09-01,2011-09-01 00:00:00,435.2,,72.7,177.9,,,,,,,,41.7911,-87.5797,2011
Leone,2011-08-31,2011-08-31 00:00:00,42.6,,28.8,35.0,,,,,,,,42.0131,-87.6635,2011
Calumet,2015-09-09,2015-09-09 00:00:00,2420.0,,1733.0,2047.9,,,,,,,,41.7142,-87.5299,2015
63rd Street,2009-06-22,2009-06-22 00:00:00,365.4,,365.4,365.4,,,,,,,,41.7827,-87.5748,2009
Rogers,2011-07-13,2011-07-13 00:00:00,68.6,,95.9,81.1,,,,,,,,42.0213,-87.6666,2011
Oak Street,2014-05-30,2014-05-30 00:00:00,3.0,,1.0,1.7,,,,,,,,41.9032,-87.6235,2014
Foster,2012-06-21,2012-06-21 00:00:00,1.0,,2.0,1.4,,,,,,,,41.9785,-87.6515,2012
Rainbow,2015-09-14,2015-09-14 00:00:00,42.0,,41.0,41.5,,,,,,,,41.758,-87.551,2015
Howard,2012-07-30,2012-07-30 00:00:00,5.2,,4.1,4.6,,,,,,,,42.0188,-87.6663,2012
63rd Street,2015-08-28,2015-08-28 00:00:00,19.0,,27.0,22.6,,,2015-08-28 00:00:00,35.3,24.0,29.0,228,41.7827,-87.5748,2015
Juneway,2016-07-20,2016-07-20 08:00:00,12.0,2016-07-20 08:01:00,13.0,12.5,1.0,,,,,,,42.0224,-87.6674,2016
South Shore,2014-07-31,2014-07-31 00:00:00,687.0,,579.0,630.7,,,,,,,,41.7689,-87.5636,2014
North Avenue,2013-07-08,2013-07-08 00:00:00,5.0,,33.0,12.8,,,,,,,,41.9148,-87.6273,2013
Juneway,2011-06-16,2011-06-16 00:00:00,13.1,,3.1,6.4,,,,,,,,42.0224,-87.6674,2011
Ohio Street,2013-09-11,2013-09-11 00:00:00,25.0,,13.0,18.0,,,,,,,,41.8935,-87.6152,2013
12th Street,2015-07-06,2015-07-06 00:00:00,19.0,,36.0,26.2,,,,,,,,41.8638,-87.6083,2015
12th Street,2007-08-10,2007-08-10 00:00:00,19.9,,10.7,14.6,,,,,,,,41.8638,-87.6083,2007
Leone,2015-05-29,2015-05-29 00:00:00,3.0,,6.0,4.2,,,,,,,,42.0131,-87.6635,2015
Ohio Street,2016-06-11,2016-06-11 10:20:00,25.0,2016-06-11 10:21:00,118.0,54.3,1.0,,2016-06-11 13:18:00,5.0,136.0,26.1,704,41.8935,-87.6152,2016
Rogers,2016-08-10,2016-08-10 11:20:00,113.0,,104.0,108.4,,,,,,,,42.0213,-87.6666,2016
Osterman,2013-07-24,2013-07-24 00:00:00,548.0,,176.0,310.6,,,,,,,,41.9877,-87.6545,2013
Oak Street,2013-07-10,2013-07-10 00:00:00,16.0,,22.0,18.8,,,,,,,,41.9032,-87.6235,2013
12th Street,2006-07-26,2006-07-26 00:00:00,51.2,,88.6,67.4,,,,,,,,41.8638,-87.6083,2006
Rainbow,2012-07-23,2012-07-23 00:00:00,48.0,,30.5,38.3,,,,,,,,41.758,-87.551,2012
North Avenue,2015-06-11,2015-06-11 00:00:00,130.0,,166.0,146.9,,,,,,,,41.9148,-87.6273,2015
Rogers,2011-07-23,2011-07-23 00:00:00,22.6,,14.6,18.2,,,,,,,,42.0213,-87.6666,2011
South Shore,2014-08-25,2014-08-25 00:00:00,83.0,,19.0,39.7,,,,,,,,41.7689,-87.5636,2014
Juneway,2009-06-26,2009-06-26 00:00:00,86.2,,71.7,78.6,,,,,,,,42.0224,-87.6674,2009
Rogers,2008-06-18,2008-06-18 00:00:00,4.1,,1.0,2.0,,,,,,,,42.0213,-87.6666,2008
Montrose,2006-06-16,2006-06-16 00:00:00,33.1,,24.6,28.5,,,,,,,,41.9655,-87.6385,2006
Rogers,2013-06-28,2013-06-28 00:00:00,1.0,,2.0,1.4,,,,,,,,42.0213,-87.6666,2013
Leone,2015-07-24,2015-07-24 00:00:00,22.0,,12.0,16.2,,,,,,,,42.0131,-87.6635,2015
North Avenue,2014-08-26,2014-08-26 00:00:00,108.0,,91.0,99.1,,,,,,,,41.9148,-87.6273,2014
Leone,2010-05-27,2010-05-27 00:00:00,313.6,,410.6,358.8,,,,,,,,42.0131,-87.6635,2010
57th Street,2013-07-01,2013-07-01 00:00:00,9.0,,9.0,9.0,,,,,,,,41.7911,-87.5797,2013
Rainbow,2010-06-10,2010-06-10 00:00:00,30.5,,59.4,42.6,,,,,,,,41.758,-87.551,2010
Leone,2014-09-02,2014-09-02 00:00:00,10.0,,10.0,10.0,,,,,,,,42.0131,-87.6635,2014
Foster,2015-06-08,2015-06-08 00:00:00,34.0,,84.0,53.4,,,,,,,,41.9785,-87.6515,2015
Juneway,2007-08-29,2007-08-29 00:00:00,45.7,,60.5,52.6,,,,,,,,42.0224,-87.6674,2007
