DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,57th Street,,,,103969,07/05/2007 12:00:00 AM,8.5,12.1,10.1,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rogers,,,,102534,08/26/2008 12:00:00 AM,26.9,27.2,27.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Calumet,,,,91432,06/24/2009 12:00:00 AM,2.0,9.8,4.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,North Avenue,,,,91396,06/22/2009 12:00:00 AM,33.2,33.6,33.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Howard,,,,113902,08/18/2016 09:50:00 AM,30.0,40.0,34.6,,1,08/18/2016 09:51:00 AM,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Ohio Street,,,,91556,06/29/2009 12:00:00 AM,13.4,18.9,15.9,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,57th Street,,,,88626,08/03/2010 12:00:00 AM,57.6,45.5,51.2,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,12th Street,,,,99331,07/13/2007 12:00:00 AM,29.8,58.3,41.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,63rd Street,,,,109757,08/18/2011 12:00:00 AM,82.6,46.5,62.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,89772,08/19/2010 12:00:00 AM,137.4,98.8,116.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,109098,06/04/2013 12:00:00 AM,1.0,4.0,2.0,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Foster,,,,107683,05/29/2013 12:00:00 AM,80.9,105.0,92.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,110489,07/09/2013 12:00:00 AM,13.0,15.0,14.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,North Avenue,,,,97077,07/25/2012 12:00:00 AM,25.6,24.6,25.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Ohio Street,,,,101945,06/05/2009 12:00:00 AM,1.0,1.0,1.0,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
186,06/01/2015 12:00:00 AM,South Shore,74.4,44.1,57.0,95110,06/01/2015 12:00:00 AM,101.0,52.0,72.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Calumet,,,,108716,07/16/2012 12:00:00 AM,272.3,517.2,375.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rainbow,,,,99159,08/09/2007 12:00:00 AM,2419.6,1119.9,1646.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,South Shore,,,,104467,06/01/2007 12:00:00 AM,222.4,214.2,218.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,South Shore,,,,96044,08/02/2011 12:00:00 AM,43.7,17.3,27.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
887,06/24/2016 11:42:00 AM,Calumet,104.0,167.0,131.8,113055,06/24/2016 06:30:00 AM,190.0,172.0,180.8,,5,06/24/2016 06:35:00 AM,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Juneway,,,,93243,08/20/2014 12:00:00 AM,4.0,4.0,4.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,63rd Street,,,,88911,07/09/2010 12:00:00 AM,517.2,1413.6,855.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Juneway,,,,107712,05/30/2013 12:00:00 AM,4.0,8.0,5.7,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose,,,,110715,08/08/2012 12:00:00 AM,32.3,33.6,32.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Osterman,,,,92519,05/26/2009 12:00:00 AM,19.3,5.2,10.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Leone,,,,113585,07/29/2016 09:45:00 AM,21.0,63.0,36.4,,2,07/29/2016 09:47:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,109988,07/09/2012 12:00:00 AM,5.2,4.1,4.6,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,63rd Street,,,,98021,08/11/2006 12:00:00 AM,141.4,290.9,202.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Montrose,,,,97874,07/17/2006 12:00:00 AM,7.5,8.6,8.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rainbow,,,,108650,07/08/2012 12:00:00 AM,172.5,228.2,198.4,,,,41.758,-87.551,"(41.758, -87.551)"
,,Montrose,,,,97888,07/05/2006 12:00:00 AM,,1.0,1.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,106160,07/26/2013 12:00:00 AM,19.0,15.0,16.9,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
802,06/17/2016 11:45:00 AM,Montrose,35.0,4.0,11.8,112960,06/17/2016 06:06:00 AM,48.0,84.0,63.5,,1,06/17/2016 06:07:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,102494,08/25/2008 12:00:00 AM,39.1,40.2,39.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oak Street,,,,106485,06/22/2012 12:00:00 AM,6.3,13.5,9.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Foster,,,,88474,07/26/2010 12:00:00 AM,86.0,75.9,80.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,12th Street,,,,106701,06/26/2014 12:00:00 AM,150.0,172.0,160.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,92265,09/02/2009 12:00:00 AM,9.7,5.2,7.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Juneway,,,,96859,08/26/2013 12:00:00 AM,4.0,2.0,2.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,88509,07/28/2010 12:00:00 AM,48.1,127.4,78.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,99438,07/17/2007 12:00:00 AM,20.3,23.8,22.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,90471,06/01/2011 12:00:00 AM,2.0,1.0,1.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Leone,,,,113502,07/25/2016 10:10:00 AM,3.0,6.0,4.2,,1,07/25/2016 10:11:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Juneway,,,,90790,07/15/2010 12:00:00 AM,58.1,38.3,47.2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,112577,08/06/2012 12:00:00 AM,86.2,83.6,84.9,,,,41.758,-87.551,"(41.758, -87.551)"
108,05/28/2015 12:00:00 AM,Calumet,232.8,30.5,84.0,95020,05/28/2015 12:00:00 AM,387.0,36.0,118.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Juneway,,,,89869,08/23/2010 12:00:00 AM,33.1,39.9,36.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Howard,,,,110455,07/08/2014 12:00:00 AM,16.0,6.0,9.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,57th Street,,,,88646,08/04/2010 12:00:00 AM,574.8,461.1,514.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rainbow,,,,89851,08/23/2010 12:00:00 AM,93.5,119.1,105.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,Osterman,,,,113742,08/10/2016 10:40:00 AM,35.0,20.0,26.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Oak Street,,,,90983,07/14/2009 12:00:00 AM,9.7,33.2,17.9,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
1342,07/20/2016 11:44:00 AM,Ohio Street,6.0,117.0,26.5,113429,07/20/2016 07:11:00 AM,2.0,6.0,3.5,,1,07/20/2016 07:12:00 AM,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Juneway,,,,91897,08/17/2009 12:00:00 AM,9.8,7.4,8.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,57th Street,,,,97769,07/13/2006 12:00:00 AM,209.8,248.9,228.5,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,99269,07/10/2007 12:00:00 AM,101.9,143.9,121.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Calumet,,,,94222,08/07/2009 12:00:00 AM,32.7,50.4,40.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Osterman,,,,107008,07/30/2013 12:00:00 AM,8.0,,2.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,North Avenue,,,,99770,06/03/2008 12:00:00 AM,49.5,53.8,51.6,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,109653,06/30/2014 12:00:00 AM,1.0,2.0,1.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rogers,,,,97607,06/14/2011 12:00:00 AM,12.2,9.7,10.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
891,06/24/2016 11:44:00 AM,12th Street,10.0,49.0,22.1,113062,06/24/2016 06:53:00 AM,55.0,25.0,37.1,,1,06/24/2016 06:54:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,90351,07/01/2011 12:00:00 AM,201.4,228.2,214.4,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
219,06/04/2015 12:00:00 AM,63rd Street,47.2,41.6,44.0,95285,06/04/2015 12:00:00 AM,14.0,3.0,6.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,107378,07/19/2012 12:00:00 AM,74.9,83.6,79.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Montrose,,,,95732,08/30/2015 12:00:00 AM,179.0,225.0,200.7,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Oak Street,,,,106419,06/19/2012 12:00:00 AM,30.1,8.6,16.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Calumet,,,,101739,08/31/2007 12:00:00 AM,378.4,378.4,378.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,106607,09/12/2012 12:00:00 AM,517.2,32.7,130.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,108600,07/05/2012 12:00:00 AM,34.1,25.9,29.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,113403,07/19/2016 09:30:00 AM,32.0,32.0,32.0,,5,07/19/2016 09:35:00 AM,41.7827,-87.5748,"(41.7827, -87.5748)"
,,63rd Street,,,,89123,06/10/2010 12:00:00 AM,107.6,387.3,204.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,99568,08/31/2007 12:00:00 AM,113.0,88.2,99.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,57th Street,,,,102826,07/24/2006 12:00:00 AM,24.3,57.3,37.3,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,102915,08/22/2006 12:00:00 AM,67.7,78.0,72.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Ohio Street,,,,96512,07/13/2011 12:00:00 AM,3.0,13.5,6.4,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Foster,,,,104249,06/27/2006 12:00:00 AM,101.7,122.3,111.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,111918,08/28/2012 12:00:00 AM,90.9,461.1,204.7,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Calumet,,,,110192,05/21/2009 12:00:00 AM,4.1,2.1,2.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,110706,08/08/2012 12:00:00 AM,238.2,686.7,404.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,97574,06/13/2011 12:00:00 AM,31.8,13.5,20.7,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,63rd Street,,,,99443,07/18/2007 12:00:00 AM,93.3,98.7,96.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rogers,,,,111442,06/08/2012 12:00:00 AM,,,1.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Ohio Street,,,,102121,08/18/2008 12:00:00 AM,1.0,3.1,1.8,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Foster,,,,96056,08/02/2011 12:00:00 AM,8.4,8.6,8.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Leone,,,,93870,09/03/2014 12:00:00 AM,5.0,12.0,7.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,89593,08/10/2010 12:00:00 AM,123.4,91.2,106.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,105232,06/05/2012 12:00:00 AM,8.6,5.2,6.7,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,12th Street,,,,90271,06/28/2011 12:00:00 AM,2.0,2.0,2.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,98664,06/13/2007 12:00:00 AM,83.5,77.6,80.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose,,,,108863,07/29/2014 12:00:00 AM,63.0,65.0,64.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rainbow,,,,101018,08/20/2007 12:00:00 AM,127.4,727.0,304.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Calumet,,,,106842,06/27/2012 12:00:00 AM,27.2,38.4,32.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,108450,09/03/2015 12:00:00 AM,5.0,5.0,5.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rainbow,,,,99925,06/05/2008 12:00:00 AM,13.2,10.9,12.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rainbow,,,,91594,07/01/2009 12:00:00 AM,93.3,121.1,106.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Foster,,,,109333,08/12/2013 12:00:00 AM,548.0,108.0,243.3,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,57th Street,,,,108764,07/18/2012 12:00:00 AM,313.0,95.9,173.3,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,87487,06/15/2010 12:00:00 AM,42.0,47.1,44.5,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Juneway,,,,105650,08/22/2012 12:00:00 AM,3.1,4.1,3.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,North Avenue,,,,108202,05/20/2014 12:00:00 AM,3.1,4.1,3.6,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Juneway,,,,97262,06/10/2013 12:00:00 AM,6.0,11.0,8.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,113006,06/21/2016 10:20:00 AM,19.0,14.0,16.3,,1,06/21/2016 10:21:00 AM,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rogers,,,,91295,07/27/2009 12:00:00 AM,8.6,5.2,6.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
84,07/09/2015 12:00:00 AM,South Shore,294.9,207.6,247.0,93281,07/09/2015 12:00:00 AM,228.0,201.0,214.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,108422,07/13/2012 12:00:00 AM,9.8,12.2,10.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,102731,05/26/2006 12:00:00 AM,17.3,19.7,18.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,102511,08/25/2008 12:00:00 AM,121.1,88.9,103.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Ohio Street,,,,101656,08/27/2007 12:00:00 AM,235.9,325.5,277.1,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Leone,,,,90303,06/29/2011 12:00:00 AM,7.4,12.0,9.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,96821,07/27/2011 12:00:00 AM,42.5,30.7,36.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,112472,07/18/2013 12:00:00 AM,70.0,44.0,55.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,111694,05/27/2014 12:00:00 AM,13.0,19.0,15.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,102628,06/10/2009 12:00:00 AM,17.1,8.6,12.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,South Shore,,,,91115,07/20/2009 12:00:00 AM,21.6,4.1,9.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,63rd Street,,,,107041,08/01/2013 12:00:00 AM,142.0,68.0,98.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,87457,06/14/2010 12:00:00 AM,185.0,225.4,204.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rogers,,,,108758,07/17/2012 12:00:00 AM,51.2,45.0,48.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Leone,,,,88763,07/01/2010 12:00:00 AM,5.2,6.3,5.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Calumet,,,,88682,08/06/2010 12:00:00 AM,1299.7,1732.9,1500.7,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Foster,,,,111065,06/12/2013 12:00:00 AM,69.0,65.0,67.0,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rogers,,,,88786,07/02/2010 12:00:00 AM,8.5,6.3,7.3,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,63rd Street,,,,87618,06/22/2010 12:00:00 AM,23.3,27.9,25.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,105744,08/27/2012 12:00:00 AM,547.5,517.2,532.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Montrose,,,,106143,07/25/2013 12:00:00 AM,184.0,435.0,282.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,North Avenue,,,,110481,07/09/2013 12:00:00 AM,63.0,125.0,88.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,98631,06/12/2007 12:00:00 AM,360.9,435.2,396.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,103964,07/04/2007 12:00:00 AM,24.3,16.1,19.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,101629,06/16/2009 12:00:00 AM,107.1,198.9,146.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,99017,08/02/2007 12:00:00 AM,7.3,3.1,4.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,113259,07/08/2016 09:30:00 AM,28.0,20.0,23.7,,1,07/08/2016 09:31:00 AM,41.9877,-87.6545,"(41.9877, -87.6545)"
,,12th Street,,,,95665,06/11/2015 12:00:00 AM,115.0,77.0,94.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rainbow,,,,96769,07/25/2011 12:00:00 AM,91.0,117.8,103.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,57th Street,,,,109720,07/03/2014 12:00:00 AM,8.0,5.0,6.3,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,North Avenue,,,,101351,08/24/2007 12:00:00 AM,45.0,69.7,56.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,98624,06/12/2007 12:00:00 AM,149.7,139.6,144.6,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Montrose,,,,99638,05/28/2008 12:00:00 AM,141.4,172.3,156.1,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,113752,08/09/2016 09:05:00 AM,16.0,13.0,14.4,,2,08/09/2016 09:07:00 AM,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,106075,07/22/2013 12:00:00 AM,24.0,17.0,20.2,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,112185,05/24/2012 12:00:00 AM,16.0,16.1,16.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Osterman,,,,94148,09/11/2014 12:00:00 AM,260.0,411.0,326.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,108547,07/25/2014 12:00:00 AM,63.0,41.0,50.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
159,08/07/2015 12:00:00 AM,63rd Street,109.3,57.6,79.0,94555,08/07/2015 12:00:00 AM,118.0,20.0,48.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,101134,06/23/2008 12:00:00 AM,54.6,54.6,54.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,63rd Street,,,,93382,08/22/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,109990,07/09/2012 12:00:00 AM,5.2,5.1,5.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,91215,07/24/2009 12:00:00 AM,7.4,9.7,8.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,12th Street,,,,102259,06/19/2009 12:00:00 AM,344.8,248.1,292.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,109354,08/13/2013 12:00:00 AM,727.0,1414.0,1013.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,12th Street,,,,93307,07/10/2015 12:00:00 AM,5.0,1.0,2.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,South Shore,,,,100918,08/05/2008 12:00:00 AM,1203.6,1986.3,1546.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,57th Street,,,,96842,08/26/2013 12:00:00 AM,36.0,12.0,20.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Ohio Street,,,,88896,07/08/2010 12:00:00 AM,75.4,18.5,37.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Osterman,,,,88415,07/23/2010 12:00:00 AM,33.2,21.3,26.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,95260,06/02/2015 12:00:00 AM,16.0,55.0,29.7,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Ohio Street,,,,105795,06/14/2012 12:00:00 AM,20.3,17.1,18.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,90643,06/08/2011 12:00:00 AM,6.3,3.1,4.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,57th Street,,,,113619,08/02/2016 08:25:00 AM,24.0,14.0,18.3,,1,08/02/2016 08:26:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Howard,,,,94196,08/05/2009 12:00:00 AM,42.8,85.5,60.5,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,63rd Street,,,,96243,08/11/2011 12:00:00 AM,12.1,8.6,10.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,104577,06/14/2006 12:00:00 AM,36.9,19.9,27.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Montrose,,,,95605,06/08/2015 12:00:00 AM,72.0,50.0,60.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Oak Street,,,,96645,07/19/2011 12:00:00 AM,5.2,5.2,5.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,104095,06/09/2006 12:00:00 AM,,,1.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,95860,07/30/2015 12:00:00 AM,12.0,12.0,12.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Howard,,,,109426,08/21/2013 12:00:00 AM,1.0,2.0,1.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,57th Street,,,,112910,06/15/2016 07:45:00 AM,4.0,2.0,2.8,,5,06/15/2016 07:50:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Howard,,,,110919,06/01/2012 12:00:00 AM,153.9,178.5,165.7,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,109336,08/12/2013 12:00:00 AM,62.0,28.0,41.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,North Avenue,,,,100021,06/09/2008 12:00:00 AM,88.0,76.6,82.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Juneway,,,,103360,08/25/2006 12:00:00 AM,61.3,29.8,42.7,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Ohio Street,,,,111496,06/11/2012 12:00:00 AM,14.6,44.3,25.4,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
23,08/06/2015 12:00:00 AM,Rainbow,1319.7,8570.3,3363.0,94453,08/06/2015 12:00:00 AM,866.0,1203.0,1020.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,North Avenue,,,,101923,06/04/2009 12:00:00 AM,4.1,3.1,3.6,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rogers,,,,92057,08/24/2009 12:00:00 AM,1.0,8.4,2.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,57th Street,,,,113775,08/11/2016 07:02:00 AM,58.0,33.0,43.7,,1,08/11/2016 07:03:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,109785,08/19/2011 12:00:00 AM,16.0,30.9,22.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,103259,07/27/2006 12:00:00 AM,137.4,135.4,136.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,97108,07/26/2012 12:00:00 AM,45.0,19.9,29.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Foster,,,,91286,07/27/2009 12:00:00 AM,4.1,6.2,5.0,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rainbow,,,,94623,05/20/2015 12:00:00 AM,980.0,1300.0,1128.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,Oak Street,,,,87364,06/24/2015 12:00:00 AM,17.0,48.0,28.6,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,113212,07/06/2016 07:37:00 AM,40.0,37.0,38.5,,1,07/06/2016 07:38:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,102913,08/22/2006 12:00:00 AM,18.7,7.5,11.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Foster,,,,96100,08/04/2011 12:00:00 AM,27.5,16.5,21.3,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Montrose,,,,98173,06/07/2007 12:00:00 AM,83.6,101.4,92.1,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,99675,05/30/2008 12:00:00 AM,387.3,129.1,223.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,12th Street,,,,88389,07/22/2010 12:00:00 AM,410.6,1732.9,843.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Ohio Street,,,,107208,06/04/2014 12:00:00 AM,517.0,382.0,444.4,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
